system:index,ID,Target,VH,VV,angle,.geo
00000000000000000000_0,ID_SJ098E7S2SY9,0,-15.952387165050641,-10.552238505737957,37.650307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.76366361241016,34.162526013187545]}"
00000000000000000001_0,ID_CWCD60FGJJYY,0,-19.350799912534175,-13.023277723524842,39.004467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.4920022678201,32.0757396081779]}"
0000000000000000000a_0,ID_OGEL0LA7Y94S,0,-15.727035476506645,-11.981007341120518,38.131878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.17606478239526,32.29420988527577]}"
0000000000000000000c_0,ID_GYHRWRLEY9W3,0,-17.60930428057099,-9.043900895100636,39.64979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34585717376616,34.29260206632806]}"
0000000000000000000d_0,ID_LLW4ZVLCTH7Y,0,-24.429664858116304,-17.25426147930431,37.8197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36696758294298,34.303202186680664]}"
0000000000000000000e_0,ID_7VVCEG83E9SF,0,-18.472267648018285,-12.57314767807834,38.048866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.207056659697386,32.11041457814491]}"
00000000000000000010_0,ID_OVT4MUGA4Z22,0,-14.51278602549777,-8.800328161925744,37.623512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75306349205755,34.119137384964574]}"
00000000000000000017_0,ID_A14I5NDAO8F7,0,-16.627927706368208,-11.375286995168414,37.80943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.37271680076134,34.29790212650436]}"
00000000000000000018_0,ID_Z79AVIRGE3E1,0,-14.552164737552294,-7.028538700696517,37.639217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.67203545342997,34.060297733854746]}"
0000000000000000001b_0,ID_QPA2ZDG5PY1Q,0,-17.194189490522735,-8.470529344613023,40.947052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34001812441939,34.28829015296428]}"
0000000000000000001c_0,ID_6D13XY27TWND,0,-15.522623027638677,-9.532222455899065,37.637817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.66790320312302,34.0554468313205]}"
0000000000000000001e_0,ID_S4FZH0QBZOPN,0,-22.379399473370952,-13.103743143796384,38.44536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.29158812793303,32.310110065804686]}"
00000000000000000023_0,ID_3I9MVT5RFLMD,0,-11.556515877627524,-5.827446141571985,40.97746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32223148179382,34.26071187374181]}"
00000000000000000025_0,ID_RJD8BACKOCFA,0,-22.6123618453927,-14.770233006426894,38.098312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.23903668381204,32.08580073936004]}"
00000000000000000029_0,ID_WCVQ3NFKNRJ2,0,-12.167665542289269,-5.770444861504653,38.918697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.36444149747512,32.45518798418998]}"
0000000000000000002f_0,ID_3PR0OWONVC1U,0,-18.277469865332538,-14.421821992686688,38.096275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.22376532398201,32.12514694880447]}"
00000000000000000034_0,ID_0SF4RCN504DQ,0,-19.844413611894,-11.23073001552196,40.984142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31630260091863,34.24445236709925]}"
00000000000000000039_0,ID_9UBU78S4KY2A,0,-18.651849485609706,-11.835769277159587,40.941723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33507739035673,34.25900507470198]}"
0000000000000000003b_0,ID_BZX6I8Y6G1T9,0,-17.217564737102382,-10.907684549196858,38.1869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75315332358596,34.09146927421369]}"
00000000000000000045_0,ID_B3ORMFDAYD1U,0,-17.30656347337363,-11.19791261739777,38.806637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.42956935557379,32.10232974058784]}"
