system:index,ID,Target,VH,VV,angle,.geo
00000000000000000000_0,ID_SJ098E7S2SY9,0,-15.917356768170698,-9.921528636915104,37.001873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.76366361241016,34.162526013187545]}"
00000000000000000001_0,ID_CWCD60FGJJYY,0,-18.60589957332859,-10.790829256843804,38.565834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.4920022678201,32.0757396081779]}"
00000000000000000004_0,ID_C20R2C0AYIT0,0,-17.72088233658941,-13.163691656053654,44.8405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.52840525412758,14.419083204223469]}"
0000000000000000000a_0,ID_OGEL0LA7Y94S,0,-14.792765482171193,-9.576313508539373,38.36194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.17606478239526,32.29420988527577]}"
0000000000000000000c_0,ID_GYHRWRLEY9W3,0,-16.758618378161582,-8.926094943886843,37.09247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34585717376616,34.29260206632806]}"
0000000000000000000d_0,ID_LLW4ZVLCTH7Y,0,-27.122033251317294,-17.821828525561767,37.057438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36696758294298,34.303202186680664]}"
0000000000000000000e_0,ID_7VVCEG83E9SF,0,-19.55382830703582,-13.512486244064998,38.217564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.207056659697386,32.11041457814491]}"
00000000000000000010_0,ID_OVT4MUGA4Z22,0,-16.394347048758867,-8.8580326567198,36.972748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75306349205755,34.119137384964574]}"
00000000000000000012_0,ID_DXWZP0E8FG9E,0,-16.064477279003114,-11.478425102539923,45.227158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.42527865951066,14.258644094479722]}"
00000000000000000017_0,ID_A14I5NDAO8F7,0,-16.928456690920807,-9.504318166044648,37.04652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.37271680076134,34.29790212650436]}"
00000000000000000018_0,ID_Z79AVIRGE3E1,0,-13.181587173871124,-6.519417627913415,36.960987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.67203545342997,34.060297733854746]}"
0000000000000000001b_0,ID_QPA2ZDG5PY1Q,0,-18.016173743623867,-8.846212342521468,40.266335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34001812441939,34.28829015296428]}"
0000000000000000001c_0,ID_6D13XY27TWND,0,-17.984863548652232,-11.643014330909686,36.95696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.66790320312302,34.0554468313205]}"
0000000000000000001e_0,ID_S4FZH0QBZOPN,0,-18.80206161246602,-12.772291561447004,38.41244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.29158812793303,32.310110065804686]}"
00000000000000000023_0,ID_3I9MVT5RFLMD,0,-11.799315815240298,-5.911109081239377,40.290733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32223148179382,34.26071187374181]}"
00000000000000000024_0,ID_FAXB9O0ADKUU,0,-23.132480953177605,-13.025068253530527,45.383766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.38440531408322,14.194863709307237]}"
00000000000000000025_0,ID_RJD8BACKOCFA,0,-20.774860429875297,-13.479914107289844,38.20415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.23903668381204,32.08580073936004]}"
00000000000000000029_0,ID_WCVQ3NFKNRJ2,0,-12.203865566030691,-3.0499602686190874,38.644035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.36444149747512,32.45518798418998]}"
0000000000000000002f_0,ID_3PR0OWONVC1U,0,-17.720242770565857,-12.533660316091858,38.232685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.22376532398201,32.12514694880447]}"
00000000000000000034_0,ID_0SF4RCN504DQ,0,-18.888924105719397,-10.89643502488427,40.295734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31630260091863,34.24445236709925]}"
00000000000000000039_0,ID_9UBU78S4KY2A,0,-18.09613541437894,-11.57987670181017,40.26018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.33507739035673,34.25900507470198]}"
0000000000000000003b_0,ID_BZX6I8Y6G1T9,0,-16.991794392284216,-8.828473067790858,37.660046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75315332358596,34.09146927421369]}"
00000000000000000040_0,ID_3Q700UD8YAPM,0,-17.166189309295724,-14.099108732458056,45.392956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.384854471725276,14.206182481887142]}"
00000000000000000044_0,ID_L0RJI5FIQEQ8,0,-18.862052201644403,-14.035600023848744,45.229794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.48034538642718,14.52957598417017]}"
00000000000000000045_0,ID_B3ORMFDAYD1U,0,-16.564377639754433,-11.14190825227013,38.500923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.42956935557379,32.10232974058784]}"
00000000000000000048_0,ID_GXCBEEGED0L5,0,-27.51659659113084,-16.15509701893132,41.24405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.19834300144142,32.061636058217225]}"
0000000000000000004c_0,ID_YNDJOQF1N0VW,0,-14.75580383274053,-7.289653475406719,38.278763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.1628595477187,32.41512312251825]}"
0000000000000000004f_0,ID_07TOMJZX2GTF,0,-18.21418520630906,-11.761371450912042,36.948956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.6625133114183,34.08940314906022]}"
00000000000000000052_0,ID_D7LUTUIQZ7FS,0,-14.918469580256462,-9.11979719261908,38.51077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33470726157077,32.24920428954138]}"
00000000000000000056_0,ID_JFOA025TW7YZ,0,-15.303483960472523,-10.150345725895438,38.33535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.177412255321435,32.26106205129176]}"
00000000000000000057_0,ID_BRUG2R3A8KMO,0,-16.064931444301635,-14.28525690294072,45.141327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.502893100058586,14.56083735605753]}"
00000000000000000058_0,ID_NZFWCYVAX8W1,0,-30.155758723877057,-16.531590928354714,45.293884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.39635290736201,14.170788859692834]}"
0000000000000000005b_0,ID_4EBOFVEUNT0P,0,-17.712775984738084,-11.482564856175571,44.777317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.535052787230065,14.395727006836362]}"
0000000000000000005c_0,ID_IKBRZSO6S1P2,0,-16.253018997557373,-11.610712854098653,38.50037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.4033385492775,32.13754369972532]}"
0000000000000000005d_0,ID_B9AM66XND0FN,0,-16.287784413397926,-8.62687213363905,40.31485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.30938557323091,34.2508304056165]}"
00000000000000000060_0,ID_GDW55JLGOSR8,0,-18.42868242185045,-10.37109274666849,40.27021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32878918336789,34.25065074255967]}"
00000000000000000062_0,ID_W5HP021GO32T,0,-16.5123180726433,-9.704766542610285,37.016495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39167125325626,34.29008678353252]}"
00000000000000000063_0,ID_TGWAMP5RB1MT,0,-15.18193286268911,-8.635794260792062,38.506016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.41591496325517,32.1253266118613]}"
00000000000000000068_0,ID_0DAEEQV9I7ED,0,-27.9293383457048,-13.877118740140686,45.408745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.3797340746058,14.194504383193589]}"
0000000000000000006a_0,ID_7RLPAEJ707V4,0,-18.902656923900008,-11.470511355715072,38.183144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69799676514101,34.08491157263962]}"
00000000000000000071_0,ID_0IIXJN8964FD,0,-15.088347040814117,-10.860442712984447,44.66536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.53927486906542,14.317214251004316]}"
00000000000000000076_0,ID_VX1IWA5TYFM0,0,-15.83284626044856,-10.307101848008795,37.004654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.76608906367728,34.16602944279561]}"
00000000000000000077_0,ID_FPN17DMBCL95,0,-15.467518804323147,-9.570102977745002,37.004692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7647415907511,34.166388768909265]}"
0000000000000000007a_0,ID_1KDYP3YGV9JA,0,-18.245885457144503,-7.137042345052368,44.799866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.533076493605,14.405967801075324]}"
0000000000000000007b_0,ID_398VW7G6ZW53,0,-15.455298113918307,-7.9433828446694825,37.014133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39310855771085,34.28882914213475]}"
0000000000000000007c_0,ID_2EJ4VD5HV22D,0,-22.108230271942794,-15.704717312422769,38.22689,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.21855509533411,32.119757057099754]}"
0000000000000000007f_0,ID_3ABTBF5KNVHU,0,-16.621500346136212,-13.697153543056555,45.149384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.42743461619254,14.195133203892473]}"
00000000000000000080_0,ID_N6N5ABKXPJFV,0,-20.042637662254492,-12.25025511605846,36.998375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7564770901372,34.1583937628806]}"
00000000000000000081_0,ID_O9RJHJWSIANE,0,-20.36399245766385,-10.139688610657693,45.36059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.40946831051016,14.303919184799346]}"
00000000000000000082_0,ID_451B8S6TAH0D,0,-22.12900173596892,-12.283437326090679,38.27508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.14022200255889,32.41898587823997]}"
00000000000000000083_0,ID_5GS054Q9NS64,0,-19.733646706617723,-10.463678373614037,44.662857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.539095206008604,14.314070147509897]}"
00000000000000000084_0,ID_UOVFL1H4J6TD,0,-15.031490885102151,-10.073439333883252,44.74171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.54376644548602,14.406327127188971]}"
00000000000000000086_0,ID_UW0K47YIMDHZ,0,-27.310153739629264,-15.696197223992405,44.705887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.565326012304894,14.478102518390122]}"
0000000000000000008a_0,ID_OFGG0CNP892R,0,-14.915410634598974,-8.503310015742196,36.972027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.69323569413518,34.11787974356681]}"
0000000000000000008f_0,ID_X74AO7WWAQTL,0,-26.32479666943347,-13.852437071487337,45.442284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.36778648132701,14.164231158118762]}"
00000000000000000090_0,ID_POQN1QKYTQOG,0,-19.22897200451635,-11.019446372360159,38.468597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.30515268872323,32.331939127208784]}"
00000000000000000093_0,ID_WO0LYKZK5Y7O,0,-16.119641686079262,-11.374976192757071,45.168686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.48339965839319,14.489870448612088]}"
00000000000000000094_0,ID_JYGY5MDK8EG0,0,-13.770467741998601,-8.498723850582973,38.52915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33892934340613,32.25719929557005]}"
00000000000000000095_0,ID_9K65GHO70ORZ,0,-18.032799375977298,-12.287791921798021,45.49801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.36428305171894,14.199265454199422]}"
00000000000000000096_0,ID_DL4IBT6O05JW,0,-17.915660114073695,-11.00676235407788,37.05512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36202684888032,34.261250862912284]}"
00000000000000000097_0,ID_KQ02QVG2WMZ2,0,-19.62211367480302,-10.855132953666732,36.988365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.41547660828543,34.29305122397012]}"
00000000000000000099_0,ID_ITXKKEUFF85L,0,-19.98127253047514,-13.054586763380414,38.20667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.236072243374444,32.08993298966699]}"
0000000000000000009a_0,ID_WEV30JNH2RPI,0,-18.81416424454088,-9.825347327646048,40.280075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32762137349854,34.26385597723623]}"
0000000000000000009b_0,ID_7GRZNHKE7IJF,0,-16.172499978126755,-10.041602054360233,36.979523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.70212901544797,34.078623365650785]}"
0000000000000000009c_0,ID_9J1O2CG9YU32,0,-13.052176464491636,-5.944380010865106,40.282814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32860952031108,34.27256963549219]}"
0000000000000000009d_0,ID_G6NENAHYI1D2,0,-27.737851979752424,-17.309022509908544,36.974552,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.42778352767786,34.2907156042314]}"
000000000000000000a4_0,ID_ON1DPH4SL9FL,0,-17.393595772546146,-12.702089652576678,38.292126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.17498680405431,32.421860487149154]}"
000000000000000000a8_0,ID_IC1DM6OS6JFG,0,-17.546488417096892,-11.703405408545072,40.279457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.32537558528824,34.25325585688362]}"
000000000000000000aa_0,ID_32XPDMBKKJPM,0,-24.244607640506338,-17.514122200656168,38.304882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.1575594875424,32.33975447018063]}"
000000000000000000ab_0,ID_5VD45GGRCXJZ,0,-19.03306584671607,-10.022677636623005,40.264458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3355265479988,34.26843738518524]}"
000000000000000000b0_0,ID_EHTAULQR4JR2,0,-18.48100124337518,-9.499461428593715,38.53624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.322130847593094,32.426621558154984]}"
000000000000000000b3_0,ID_EGH9P0R5EWKR,0,-19.755069469829696,-10.524898228850448,38.333904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.272813338494934,32.192520595113436]}"
000000000000000000b6_0,ID_FHBAM28YTGLH,0,-22.72773685270373,-15.882168169640572,45.13355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.50388124687112,14.558681399375644]}"
000000000000000000b8_0,ID_KSSDKA0UKVP1,0,-20.68828679565036,-12.052324615017767,38.555817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.33650389213901,32.4229384654901]}"
000000000000000000b9_0,ID_NQ7VNQ3DGNJI,0,-19.056921882132546,-10.173025157753441,38.439327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.24011466215298,32.474322099741734]}"
000000000000000000be_0,ID_LKPZYAML4AP9,0,-12.543941709240455,-10.820908222485592,44.577194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.557690332389875,14.329072012754693]}"
000000000000000000c1_0,ID_B1TVXPQ587U0,0,-25.823534257246788,-15.692655800600809,36.983513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.41853088025144,34.2891884682484]}"
000000000000000000c2_0,ID_01RYTK0DUR6S,0,-13.581314621684394,-7.1401358748795145,36.968582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.70509345588556,34.10736945474261]}"
000000000000000000c6_0,ID_SQC83HRXG6ID,0,-17.721612451857364,-12.362551733898773,38.193775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.225382291493425,32.07771590180296]}"
000000000000000000c7_0,ID_JW3C3SLIFPU9,0,-15.413502675753467,-9.056584777312212,45.397495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.44935350912506,14.529306489584934]}"
000000000000000000c8_0,ID_BBM351E97EST,0,-14.413605985688296,-8.388944319215975,37.04841,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.37199814853405,34.30014791471466]}"
000000000000000000cc_0,ID_Y65RF4QM80HW,0,-17.116927346108135,-14.165364073992727,45.406723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.396263075833595,14.279664672128119]}"
000000000000000000cd_0,ID_E3NOIAMZ0WGN,0,-15.856903415844533,-9.699501767427801,38.295483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.16232055854823,32.43192161833129]}"
000000000000000000d3_0,ID_I8MQ59FSAQ8H,0,-16.10818149474961,-7.859718643496297,36.950695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.66664556172525,34.09048112740116]}"
000000000000000000d7_0,ID_LJHBB5HAV7EU,0,-14.750183259861545,-9.897566706874155,38.592686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.499278621621464,32.089753326610165]}"
000000000000000000d8_0,ID_YHNFKUGEITAM,0,-15.930925619342869,-13.293578149603562,45.545982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.407761511470326,14.458339582139493]}"
000000000000000000e1_0,ID_W0HFHTJDPRZP,0,-18.34243122289554,-10.598252240274629,37.02054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.39274923159721,34.304639491135255]}"
000000000000000000e2_0,ID_I42JM7DIQEM8,0,-16.045567092216686,-9.95511712960432,38.507095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.411064060720925,32.1328724602479]}"
000000000000000000e3_0,ID_GFK9EGO571QV,0,-17.04388691224235,-12.992929596668775,38.525898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.36569913887289,32.21282252053454]}"
000000000000000000e4_0,ID_187O7YN1Z2TE,0,-20.292824595800035,-11.629125852107453,38.703194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.570784518237375,32.094065239973936]}"
000000000000000000e6_0,ID_5GVJND93L30M,0,-20.404440873788207,-12.267446933438388,38.237713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75638725860878,34.090121801287516]}"
000000000000000000e8_0,ID_IAYXQCQ2KB80,0,-25.43357983879732,-14.604114097946736,38.35588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.376748416867564,32.05651566109774]}"
000000000000000000e9_0,ID_VI44MP0F1S7V,0,-16.740369662385532,-8.60186944623037,37.65891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75207534524502,34.09039129587275]}"
