system:index,ID,Target,VH,VV,angle,.geo
00000000000000000000_0,ID_SJ098E7S2SY9,0,-18.139964152827243,-11.440484711901659,38.054813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.76366361241016,34.162526013187545]}"
00000000000000000001_0,ID_CWCD60FGJJYY,0,-16.410025688413302,-10.13235624760648,37.273937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.4920022678201,32.0757396081779]}"
00000000000000000004_0,ID_C20R2C0AYIT0,0,-16.07805451861104,-9.227883997883676,31.698483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.52840525412758,14.419083204223469]}"
00000000000000000005_0,ID_MMU0PFMDQ7FW,0,-17.07364961804042,-7.403684782824895,32.777443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.34083702280342,14.204385851318904]}"
0000000000000000000a_0,ID_OGEL0LA7Y94S,0,-20.503489047699038,-12.828395184794442,36.78621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.17606478239526,32.29420988527577]}"
0000000000000000000c_0,ID_GYHRWRLEY9W3,0,-19.388326692721588,-10.628414205109145,40.25696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34585717376616,34.29260206632806]}"
0000000000000000000d_0,ID_LLW4ZVLCTH7Y,0,-25.646003780060628,-16.12122028992135,38.480267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.36696758294298,34.303202186680664]}"
0000000000000000000e_0,ID_7VVCEG83E9SF,0,-18.04809576977224,-11.91543378182005,36.667732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.207056659697386,32.11041457814491]}"
00000000000000000010_0,ID_OVT4MUGA4Z22,0,-18.185050660165302,-8.64933809558067,38.03406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.75306349205755,34.119137384964574]}"
00000000000000000012_0,ID_DXWZP0E8FG9E,0,-15.684414643618393,-11.325570357315588,32.196682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.42527865951066,14.258644094479722]}"
00000000000000000015_0,ID_IECISSYAN80G,0,-14.954293836306665,-7.180866911621624,33.357765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.30131115030216,14.439025803530923]}"
00000000000000000017_0,ID_A14I5NDAO8F7,0,-17.53197784641495,-12.315682527928692,38.468456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.37271680076134,34.29790212650436]}"
00000000000000000018_0,ID_Z79AVIRGE3E1,0,-15.88018609249908,-9.847581107997167,38.118267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.67203545342997,34.060297733854746]}"
0000000000000000001b_0,ID_QPA2ZDG5PY1Q,0,-17.31359743653225,-10.258835269173026,40.267464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.34001812441939,34.28829015296428]}"
0000000000000000001c_0,ID_6D13XY27TWND,0,-16.99709669327103,-9.469549750642214,38.11961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.66790320312302,34.0554468313205]}"
0000000000000000001e_0,ID_S4FZH0QBZOPN,0,-20.590344268901124,-11.99537707394224,36.901543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.29158812793303,32.310110065804686]}"
